b0,bl1,bl2,bl3,bl4,bl5,br1,br2,br3,br4,br5,t0,tl1,tl2,tl3,tl4,tl5,tr1,tr2,tr3,tr4,tr5,Grid,Ex,Ey,Ez,U1,U2,U3,U4,U5,U6,number_of_datapoints,number_of_repetitions,pulse_counting_time,t_acquisition,t_delay,t_load,t_wait,trigger_level
0.0,0.147,3.765,-2.096,3.714,0.146,0.147,3.76,-2.095,3.719,0.146,-0.024,0.113,3.293,-0.189,3.49,0.126,0.113,3.287,-0.196,3.494,0.126,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100000.0,10.0,100.0,600.0,500.0,250.0,-100.0,0.03
