electrode,Ey,Ez,Ex,U3,U2,U4
tl2,28.531528252912977,-15.533936542871885,5.7611211381249365,-20.676469085108273,6.753980587971942,3.011100917836748
tl3,-9.864061500232753,0.20069072424422751,5.593383736153573,4.483091220725696,-2.806913314800758,0.14964479865130587
tl4,27.006247166503805,14.5865460525603,5.75859728817998,-19.821890430619266,6.765085372764829,-4.366064403239383
tr2,-28.531528252912878,-15.53393654287197,5.761121138124601,20.67646908510819,6.753980587972607,-3.0111009178367514
tr3,9.864061500232763,0.20069072424426043,5.593383736153694,-4.483091220725698,-2.8069133148009318,-0.14964479865129693
tr4,-27.006247166503748,14.586546052560161,5.758597288179386,19.82189043061923,6.765085372765821,4.366064403239354
